pmid	forename_lastname	affiliation
27536272	Joerg_Linde	Research Group Systems Biology and Bioinformatics, Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoell Institute Jena, Germany.
27536272	Hortense_Slevogt	Centre of Innovation Competence (ZIK) Septomics, Jena University Hospital Jena, Germany.
27536272	Andreas_Sauerbrei	Department of Virology and Antiviral Therapy, Jena University Hospital Jena, Germany.
27536272	Reinhard_Guthke	Research Group Systems Biology and Bioinformatics, Leibniz Institute for Natural Product Research and Infection Biology - Hans Knoell Institute Jena, Germany.
27536272	Michaela_Schmidtke	Department of Virology and Antiviral Therapy, Jena University Hospital Jena, Germany.
27497640	Jia-Rong_Gao	Department of Pharmacy, The First Affiliated Hospital of Anhui University of Chinese Medicine, 117 Meishan Road, Hefei 230031, China. Electronic address: zyfygjr2006@163.com.
27497640	Xiu-Juan_Qin	College of Pharmacy, Anhui university of Chinese Medicine, 103 Meishan Road, Hefei, China.
27497640	Hui_Jiang	Department of Pharmacy, The First Affiliated Hospital of Anhui University of Chinese Medicine, 117 Meishan Road, Hefei 230031, China.
27497640	Ting_Wang	College of Pharmacy, Anhui university of Chinese Medicine, 103 Meishan Road, Hefei, China.
27497640	Jun-Mei_Song	College of Pharmacy, Anhui university of Chinese Medicine, 103 Meishan Road, Hefei, China.
27497640	Shuang-Zhi_Xu	College of Pharmacy, Anhui university of Chinese Medicine, 103 Meishan Road, Hefei, China.
27328024	Maria_K_Herndon	School of Molecular Biosciences and the Center for Reproductive Biology, Washington State University, Pullman WA 99163, USA. Electronic address: mkmeyer@vetmed.wsu.edu.
27328024	Nathan_C_Law	School of Molecular Biosciences and the Center for Reproductive Biology, Washington State University, Pullman WA 99163, USA. Electronic address: nathan_law@vetmed.wsu.edu.
27328024	Elyse_M_Donaubauer	School of Molecular Biosciences and the Center for Reproductive Biology, Washington State University, Pullman WA 99163, USA. Electronic address: edonaubauer@vetmed.wsu.edu.
27328024	Brandon_Kyriss	School of Molecular Biosciences and the Center for Reproductive Biology, Washington State University, Pullman WA 99163, USA. Electronic address: kyrissbp@gmail.com.
27328024	Mary_Hunzicker-Dunn	School of Molecular Biosciences and the Center for Reproductive Biology, Washington State University, Pullman WA 99163, USA. Electronic address: mehd@wsu.edu.
27269583	Johann_Bauer	a Informationsvermittlung , Max-Planck Institute for Biochemistry , Martinsried , Germany.
27269583	Markus_Bussen	b Lifescience , Elsevier Information System GmbH , Frankfurt am Main , Germany.
27269583	Petra_Wise	c Hematology/Oncology, Children's Hospital Los Angeles , University of Southern California , Los Angeles , CA , USA.
27269583	Markus_Wehland	d Clinic for Plastic, Aesthetic and Hand Surgery , Otto-von-Guericke-University Magdeburg , Magdeburg , Germany.
27269583	Sabine_Schneider	a Informationsvermittlung , Max-Planck Institute for Biochemistry , Martinsried , Germany.
27269583	Daniela_Grimm	e Institute of Biomedicine, Pharmacology , Aarhus University , Aarhus , Denmark.
27233742	Katalin_Völgyi	MTA-ELTE NAP B Laboratory of Molecular and Systems Neurobiology, Department of Physiology and Neurobiology, Institute of Biology, Hungarian Academy of Sciences and Eötvös Loránd University, Budapest, Hungary.
27233742	Edina_Brigitta_Udvari	MTA-ELTE NAP B Laboratory of Molecular and Systems Neurobiology, Department of Physiology and Neurobiology, Institute of Biology, Hungarian Academy of Sciences and Eötvös Loránd University, Budapest, Hungary; Laboratory of Proteomics, Institute of Biology, Eötvös Loránd University, Budapest, Hungary.
27233742	Éva_Rebeka_Szabó	MTA-ELTE NAP B Laboratory of Molecular and Systems Neurobiology, Department of Physiology and Neurobiology, Institute of Biology, Hungarian Academy of Sciences and Eötvös Loránd University, Budapest, Hungary; Laboratory of Neuromorphology, Department of Anatomy, Histology and Embryology, Semmelweis University, Budapest, Hungary.
27233742	Balázs_András_Györffy	Laboratory of Proteomics, Institute of Biology, Eötvös Loránd University, Budapest, Hungary; MTA-ELTE NAP B Neuroimmunology Research Group, Department of Biochemistry, Institute of Biology, Eötvös Loránd University, Budapest, Hungary.
27233742	Éva_Hunyadi-Gulyás	Laboratory of Proteomics Research, Biological Research Centre, Hungarian Academy of Sciences, Szeged, Hungary.
27233742	Katalin_Medzihradszky	Laboratory of Proteomics Research, Biological Research Centre, Hungarian Academy of Sciences, Szeged, Hungary.
27233742	Gábor_Juhász	Laboratory of Proteomics, Institute of Biology, Eötvös Loránd University, Budapest, Hungary; MTA-TTK NAP B MS Neuroproteomics Research Group, Hungarian Academy of Sciences, Budapest, Hungary.
27233742	Katalin_Adrienna_Kékesi	Laboratory of Proteomics, Institute of Biology, Eötvös Loránd University, Budapest, Hungary; Department of Physiology and Neurobiology, Institute of Biology, Eötvös Loránd University, Budapest, Hungary.
27233742	Árpád_Dobolyi	MTA-ELTE NAP B Laboratory of Molecular and Systems Neurobiology, Department of Physiology and Neurobiology, Institute of Biology, Hungarian Academy of Sciences and Eötvös Loránd University, Budapest, Hungary. Electronic address: dobolyia@caesar.elte.hu.
27070589	Stefan_Riwaldt	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. stefan.riwaldt@med.ovgu.de.
27070589	Johann_Bauer	Max Planck Institute for Biochemistry, Am Klopferspitz 18, 82152 Martinsried, Germany. jbauer@biochem.mpg.de.
27070589	Markus_Wehland	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. markus.wehland@med.ovgu.de.
27070589	Lasse_Slumstrup	Institute of Biomedicine, Aarhus University, Wilhelm Meyers Allé 4, 8000 Aarhus C, Denmark. slumstrup@biomed.au.dk.
27070589	Sascha_Kopp	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. sascha.kopp@med.ovgu.de.
27070589	Elisabeth_Warnke	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. elisabeth.warnke@med.ovgu.de.
27070589	Anita_Dittrich	Institute of Biomedicine, Aarhus University, Wilhelm Meyers Allé 4, 8000 Aarhus C, Denmark. adit88@gmail.com.
27070589	Nils_E_Magnusson	Medical Research Laboratory, Department of Clinical Medicine, Faculty of Health, Aarhus University, 8000 Aarhus C, Denmark. nm@clin.au.dk.
27070589	Jessica_Pietsch	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. jessica.pietsch@med.ovgu.de.
27070589	Thomas_J_Corydon	Institute of Biomedicine, Aarhus University, Wilhelm Meyers Allé 4, 8000 Aarhus C, Denmark. corydon@biomed.au.dk.
27070589	Manfred_Infanger	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. manfred.infanger@med.ovgu.de.
27070589	Daniela_Grimm	Institute of Biomedicine, Aarhus University, Wilhelm Meyers Allé 4, 8000 Aarhus C, Denmark. dgg@biomed.au.dk.
26884679	John_C_Stansfield	Department of Mathematics and Statistics, The College of New Jersey, Ewing, NJ, USA.
26884679	Matthew_Rusay	Department of Mathematics and Statistics, The College of New Jersey, Ewing, NJ, USA.
26884679	Roger_Shan	Department of Mathematics and Statistics, The College of New Jersey, Ewing, NJ, USA.
26884679	Conor_Kelton	Department of Mathematics and Statistics, The College of New Jersey, Ewing, NJ, USA.
26884679	Daria_A_Gaykalova	Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins Medical Institutions, Baltimore, MD, USA.
26884679	Elana_J_Fertig	Division of Oncology Biostatistics and Bioinformatics, Johns Hopkins School of Medicine, Baltimore, MD, USA.
26884679	Joseph_A_Califano	Department of Otolaryngology-Head and Neck Surgery, Johns Hopkins Medical Institutions, Baltimore, MD, USA.; Milton J. Dance Jr. Head and Neck Center, Greater Baltimore Medical Center, Baltimore, MD, USA.
26884679	Michael_F_Ochs	Department of Mathematics and Statistics, The College of New Jersey, Ewing, NJ, USA.
26784894	Sreedevi_Chandrasekaran	Center for the Study of Biological Complexity, Virginia Commonwealth University, Richmond, Virginia, United States of America.
26784894	Danail_Bonchev	Center for the Study of Biological Complexity, Virginia Commonwealth University, Richmond, Virginia, United States of America.
26633361	Stefan_Riwaldt	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. stefan.riwaldt@med.ovgu.de.
26633361	Johann_Bauer	Max Planck Institute for Biochemistry, Am Klopferspitz 18, 82152 Martinsried, Germany. jbauer@biochem.mpg.de.
26633361	Jessica_Pietsch	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. jessica.pietsch@med.ovgu.de.
26633361	Markus_Braun	Institute for Molecular Physiology and Biotechnology of Plants (IMBIO), Gravitational Biology Group, University of Bonn, Karlrobert-Kreiten-Str. 13, 53115 Bonn, Germany. m.braun@dlr.de.
26633361	Jürgen_Segerer	Airbus Defense and Space GmbH (ADS), Claude-Dornier-Straße, 88090 Immenstaad, Germany. juergen.segerer@airbus.com.
26633361	Achim_Schwarzwälder	Airbus Defense and Space GmbH (ADS), Claude-Dornier-Straße, 88090 Immenstaad, Germany. achim.schwarzwaelder@airbus.com.
26633361	Thomas_J_Corydon	Institute of Biomedicine, Aarhus University, Wilhelm Meyers Allé 4, 8000 Aarhus C, Denmark. corydon@biomed.au.dk.
26633361	Manfred_Infanger	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. manfred.infanger@med.ovgu.de.
26633361	Daniela_Grimm	Institute of Biomedicine, Aarhus University, Wilhelm Meyers Allé 4, 8000 Aarhus C, Denmark. dgg@biomed.au.dk.
26279084	Deivendran_Rengaraj	Department of Animal Science and Technology, Chung-Ang University , Anseong, Gyeonggi-Do 456-756, Republic of Korea.
26279084	Woo-Sung_Kwon	Department of Animal Science and Technology, Chung-Ang University , Anseong, Gyeonggi-Do 456-756, Republic of Korea.
26279084	Myung-Geol_Pang	Department of Animal Science and Technology, Chung-Ang University , Anseong, Gyeonggi-Do 456-756, Republic of Korea.
26042666	Aline_S_M_Cesar	Department of Animal Science, University of São Paulo, Piracicaba, SP, 13418-900, Brazil.
26042666	Luciana_C_A_Regitano	Embrapa Southeast-Cattle Research Center, São Carlos, SP, 13560-970, Brazil.
26042666	James_E_Koltes	Department of Animal Science, Iowa State University, Ames, IA, 50011, United States of America.
26042666	Eric_R_Fritz-Waters	Department of Animal Science, Iowa State University, Ames, IA, 50011, United States of America.
26042666	Dante_P_D_Lanna	Department of Animal Science, University of São Paulo, Piracicaba, SP, 13418-900, Brazil.
26042666	Gustavo_Gasparin	Department of Animal Science, University of São Paulo, Piracicaba, SP, 13418-900, Brazil.
26042666	Gerson_B_Mourão	Department of Animal Science, University of São Paulo, Piracicaba, SP, 13418-900, Brazil.
26042666	Priscila_S_N_Oliveira	Department of Genetics and Evolution, Federal University of São Carlos, São Carlos, SP, 13565-905, Brazil.
26042666	James_M_Reecy	Department of Animal Science, Iowa State University, Ames, IA, 50011, United States of America.
26042666	Luiz_L_Coutinho	Department of Animal Science, University of São Paulo, Piracicaba, SP, 13418-900, Brazil.
26020309	C_M_Pilcher	
26020309	C_K_Jones	
26020309	M_Schroyen	
26020309	A_J_Severin	
26020309	J_F_Patience	
26020309	C_K_Tuggle	
26020309	J_E_Koltes	
26010865	Hannah_E_J_Yong	Department of Perinatal Medicine, Pregnancy Research Centre and The University of Melbourne, Department of Obstetrics and Gynaecology, The Royal Women's Hospital, Locked Bag 300, Corner Grattan Street and Flemington Road, Parkville, 3052, Victoria, Australia.
26010865	Phillip_E_Melton	Centre for Genetic Origins of Health and Disease, The University of Western Australia, 35 Stirling Highway, Crawley, 6009, Western Australia, Australia.
26010865	Matthew_P_Johnson	Department of Genetics, Texas Biomedical Research Institute, P.O. Box 760549, San Antonio, Texas, United States of America.
26010865	Katy_A_Freed	Department of Genetics, Texas Biomedical Research Institute, P.O. Box 760549, San Antonio, Texas, United States of America.
26010865	Bill_Kalionis	Department of Perinatal Medicine, Pregnancy Research Centre and The University of Melbourne, Department of Obstetrics and Gynaecology, The Royal Women's Hospital, Locked Bag 300, Corner Grattan Street and Flemington Road, Parkville, 3052, Victoria, Australia.
26010865	Padma_Murthi	Department of Perinatal Medicine, Pregnancy Research Centre and The University of Melbourne, Department of Obstetrics and Gynaecology, The Royal Women's Hospital, Locked Bag 300, Corner Grattan Street and Flemington Road, Parkville, 3052, Victoria, Australia.
26010865	Shaun_P_Brennecke	Department of Perinatal Medicine, Pregnancy Research Centre and The University of Melbourne, Department of Obstetrics and Gynaecology, The Royal Women's Hospital, Locked Bag 300, Corner Grattan Street and Flemington Road, Parkville, 3052, Victoria, Australia.
26010865	Rosemary_J_Keogh	Department of Perinatal Medicine, Pregnancy Research Centre and The University of Melbourne, Department of Obstetrics and Gynaecology, The Royal Women's Hospital, Locked Bag 300, Corner Grattan Street and Flemington Road, Parkville, 3052, Victoria, Australia.
26010865	Eric_K_Moses	Centre for Genetic Origins of Health and Disease, The University of Western Australia, 35 Stirling Highway, Crawley, 6009, Western Australia, Australia.
25924610	James_E_Koltes	Department of Animal Science, Iowa State University, 2255 Kildee Hall, Ames, IA, 50011, USA. jekoltes@iastate.edu.
25924610	Dinesh_Kumar	Current address: Centre for Agricultural Bioinformatics, Indian Agricultural Statistics Research Institute, Library Avenue, PUSA, New Delhi, 110012, India. dineshkumarbhu@gmail.com.
25924610	Ranjit_S_Kataria	National Bureau of Animal Genetic Resources, Karnal, 132001, Haryana, India. katariaranji@yahoo.co.in.
25924610	Vickie_Cooper	Veterinary Diagnostics and Production Animal Medicine, Iowa State University College of Veterinary Medicine, Ames, IA, 50011-3150, USA. vcooper@iastate.edu.
25924610	James_M_Reecy	Department of Animal Science, Iowa State University, 2255 Kildee Hall, Ames, IA, 50011, USA. jreecy@iastate.edu.
25886259	Ji_Hye_Lee	Department of Obstetrics and Gynecology, Ewha Womans University, Seoul, South Korea.
25886259	Jae_Young_Yoo	Department of Obstetrics and Gynecology, Ewha Womans University, Seoul, South Korea.
25886259	Young-Ah_You	Department of Obstetrics and Gynecology, Ewha Womans University, Seoul, South Korea.
25886259	Woo-Sung_Kwon	Department of Animal Science and Technology, Chung-Ang University, Anseong, Gyeonggi-Do 456-756, South Korea.
25886259	Sang_Mi_Lee	Department of Obstetrics and Gynecology, Ewha Womans University, Seoul, South Korea.
25886259	Myung-Geol_Pang	Department of Animal Science and Technology, Chung-Ang University, Anseong, Gyeonggi-Do 456-756, South Korea.
25886259	Young_Ju_Kim	Department of Obstetrics and Gynecology, Ewha Womans University, Seoul, South Korea.
25881313	Vladimir_A_Ivanisenko	
25881313	Olga_V_Saik	
25881313	Nikita_V_Ivanisenko	
25881313	Evgeny_S_Tiys	
25881313	Timofey_V_Ivanisenko	
25881313	Pavel_S_Demenkov	
25881313	Nikolay_A_Kolchanov	
25879409	Andrey_S_Glotov	
25879409	Evgeny_S_Tiys	
25879409	Elena_S_Vashukova	
25879409	Vladimir_S_Pakin	
25879409	Pavel_S_Demenkov	
25879409	Olga_V_Saik	
25879409	Timofey_V_Ivanisenko	
25879409	Olga_N_Arzhanova	
25879409	Elena_V_Mozgovaya	
25879409	Marina_S_Zainulina	
25879409	Nikolay_A_Kolchanov	
25879409	Vladislav_S_Baranov	
25879409	Vladimir_A_Ivanisenko	
25683910	J-F_Collard	Laboratoire de Recherche en Orthopédie Traumatologie (LROT), Hôpital Erasme - Université Libre de Bruxelles (ULB), Brussels, Belgium. Electronic address: jcollard@ulb.ac.be.
25683910	M_Hinsenkamp	Laboratoire de Recherche en Orthopédie Traumatologie (LROT), Hôpital Erasme - Université Libre de Bruxelles (ULB), Brussels, Belgium.
25330896	Guozhang_Kang	The Collaborative Innovation Center of Henan Grain Crops, Henan Agricultural University , Zhengzhou, 450002, China.
25330896	Gezi_Li	
25330896	Lina_Wang	
25330896	Liting_Wei	
25330896	Yang_Yang	
25330896	Pengfei_Wang	
25330896	Yingying_Yang	
25330896	Yonghua_Wang	
25330896	Wei_Feng	
25330896	Chenyang_Wang	
25330896	Tiancai_Guo	
25315394	Woo-Sung_Kwon	
25315394	Md_Saidur_Rahman	
25315394	June-Sub_Lee	
25315394	Jin_Kim	
25315394	Sung-Jae_Yoon	
25315394	Yoo-Jin_Park	
25315394	Young-Ah_You	
25315394	Seongsoo_Hwang	
25315394	Myung-Geol_Pang	Department of Animal Science &amp; Technology, Chung-Ang University, Anseong, Gyeonggi-do 456-756, Republic of Korea. mgpang@cau.ac.kr.
25229777	Deug-Nam_Kwon	Department of Animal Biotechnology, Konkuk University, Seoul, South Korea.
25229777	Byung-Soo_Chang	Department of Cosmetology, Hanseo University, Seosan, Chungnam, South Korea.
25229777	Jin-Hoi_Kim	Department of Animal Biotechnology, Konkuk University, Seoul, South Korea.
25223855	Woo-Sung_Kwon	Department of Animal Science &amp; Technology, Chung-Ang University , Anseong, Gyeonggi-do 456-756, Republic of Korea.
25223855	Md_Saidur_Rahman	
25223855	Myung-Geol_Pang	
25149502	Sol_Moe_Lee	
25149502	Myungguen_Chung	
25149502	Kyu_Jam_Hwang	
25149502	Young_Ran_Ju	
25149502	Jae_Wook_Hyeon	
25149502	Jun-Sun_Park	
25149502	Chi-Kyeong_Kim	
25149502	Sangho_Choi	
25149502	Jeongmin_Lee	
25149502	Su_Yeon_Kim	Division of Zoonoses, Center for Immunology and Pathology, National Institute of Health, Korea Center for Disease Control and Prevention, Cheongju-si 363-700, Korea. tenksy@korea.kr.
24989895	Peter_Kupfer	Leibnitz Institute for Natural Product Research and Infection Biology - Hans-Knöll-Institute, Beutenbergstr, 11a, 07745 Jena, Germany. peter.kupfer@hki-jena.de.
24989895	René_Huber	
24989895	Michael_Weber	
24989895	Sebastian_Vlaic	
24989895	Thomas_Häupl	
24989895	Dirk_Koczan	
24989895	Reinhard_Guthke	
24989895	Raimund_W_Kinne	
24877140	Md_Saidur_Rahman	Department of Animal Science and Technology, Chung-Ang University, 4726 Seodong-daero, Anseong, Gyeonggi-Do 456-756, Republic of Korea.
24877140	Woo-Sung_Kwon	Department of Animal Science and Technology, Chung-Ang University, 4726 Seodong-daero, Anseong, Gyeonggi-Do 456-756, Republic of Korea.
24877140	Myung-Geol_Pang	Department of Animal Science and Technology, Chung-Ang University, 4726 Seodong-daero, Anseong, Gyeonggi-Do 456-756, Republic of Korea.
24690414	Dirk_Woetzel	
24690414	Rene_Huber	
24690414	Peter_Kupfer	
24690414	Dirk_Pohlers	
24690414	Michael_Pfaff	
24690414	Dominik_Driesch	
24690414	Thomas_Häupl	
24690414	Dirk_Koczan	
24690414	Peter_Stiehl	
24690414	Reinhard_Guthke	
24690414	Raimund_W_Kinne	
24673814	Yin-Ling_Wong	Department of Physiology, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
24673814	Ahmad_Zailani_Hatta_Mohd_Dali	Department of Obstetrics and Gynecology, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
24673814	Isa_Mohamed_Rose	Department of Pathology, Faculty of Medicine, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
24673814	Rahman_Jamal	UKM Medical Molecular Biology Institute, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
24673814	Norfilza_Mohd_Mokhtar	UKM Medical Molecular Biology Institute, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.
24595241	Yonggang_Peng	State Key Laboratory of Plant Genomics and National Center for Plant Gene Research, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China. ygpeng@genetics.ac.cn.
24595241	Gang_Wei	State Key Laboratory of Plant Genomics and National Center for Plant Gene Research, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China. weigang2007@gmail.com.
24595241	Lei_Zhang	State Key Laboratory of Plant Genomics and National Center for Plant Gene Research, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China. lzhang@genetics.ac.cn.
24595241	Guozhen_Liu	Key Laboratory of Genome Sciences and Information, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 101300, China. gzhliu@genomics.org.cn.
24595241	Xiaoli_Wei	State Key Laboratory of Plant Genomics and National Center for Plant Gene Research, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China. xlwei@genetics.ac.cn.
24595241	Zhen_Zhu	State Key Laboratory of Plant Genomics and National Center for Plant Gene Research, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China. zzhu@genetics.ac.cn.
24275941	Mehar_Hasan_Asif	National Botanical Research Institute, Council of Scientific and Industrial Research (CSIR-NBRI), Rana Pratap Marg, Lucknow, 226001, India.
24275941	Deepika_Lakhwani	
24275941	Sumya_Pathak	
24275941	Sweta_Bhambhani	
24275941	Sumit_K_Bag	
24275941	Prabodh_Kumar_Trivedi	
24099273	Hui-Min_Chen	a Department of Gastroenterology and Hepatology, Renji Hospital, School of Medicine , Shanghai Jiao-Tong University , Shanghai , China.
24099273	Yan-Wei_Lin	
24099273	Ji-Lin_Wang	
24099273	Xuan_Kong	
24099273	Jie_Hong	
24099273	Jing-Yuan_Fang	
24012219	Jae-Jun_Song	Department of Otorhinolaryngology-Head and Neck Surgery, Dongguk University Ilsan Hospital, Goyang, Gyeonggi, Republic of Korea.
24012219	Jee_Young_Kwon	
24012219	Moo_Kyun_Park	
24012219	Young_Rok_Seo	
23961958	Li_Deng	Guangzhou Women and Children′s Medical Center, Guangzhou 510120, Guangdong, China.
23961958	Hong-Ling_Jia	
23961958	Chao-Wu_Liu	
23961958	Yu-Fen_Xu	
23961958	Li-Jia_Mao	
23961958	Chun-Hui_He	
23961958	Gen-Quan_Yin	
23961958	Jun-Hong_Lin	
23961958	Jian-Ping_Tao	
23961958	Li_Zhu	
