pmid	year	title	journal	affiliation	country
26784894	2016	Network Topology Analysis of Post-Mortem Brain Microarrays Identifies More Alzheimer's Related Genes and MicroRNAs and Points to Novel Routes for Fighting with the Disease.	PloS one	Center for the Study of Biological Complexity, Virginia Commonwealth University, Richmond, Virginia, United States of America.	United States
26769568	2016	Cholangiocarcinoma: Current opinion on clinical practice diagnostic and therapeutic algorithms: A review of the literature and a long-standing experience of a referral center.	Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver	Haematological and Oncological Institute, Department of Experimental, Diagnostic and Specialty Medicine, St. Orsola-Malpighi Hospital, University of Bologna, Bologna, Italy. Electronic address: giovanni.brandi@unibo.it.	Netherlands
26756219	2016	The dual targeting of insulin and insulin-like growth factor 1 receptor enhances the mTOR inhibitor-mediated antitumor efficacy in hepatocellular carcinoma.	Oncotarget	Dipartimento di Medicina Clinica e Chirurgia, Università &quot;Federico II&quot; di Napoli, Naples, Italy.	United States
26715436	2015	Surgery has a key role for quality assurance of colorectal cancer screening programs: impact of the third level multidisciplinary team on lymph nodal staging.	International journal of colorectal disease	Department of Surgical Oncology, Istituto Nazionale per lo studio e la cura dei tumori &quot;Fondazione Giovanni Pascale&quot; - IRCCS, Via M. Semmola, 80131, Naples, Italy. bianco.bar@tin.it.	Germany
26713270	2015	The antitumor effect of tanshinone IIA on anti-proliferation and decreasing VEGF/VEGFR2 expression on the human non-small cell lung cancer A549 cell line.	Acta pharmaceutica Sinica. B	Department of Traditional Chinese Medicine, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou 510080, China.	Netherlands
26668321	2015	Suppressor of Cytokine Signaling-3 (SOCS-3) Induces Proprotein Convertase Subtilisin Kexin Type 9 (PCSK9) Expression in Hepatic HepG2 Cell Line.	The Journal of biological chemistry	From the Dipartimento di Scienze Farmacologiche e Biomolecolari, Università degli Studi di Milano, 20133 Milan, Italy.	United States
26633368	2015	Cytidine 5'-Diphosphocholine (Citicoline) in Glaucoma: Rationale of Its Use, Current Evidence and Future Perspectives.	International journal of molecular sciences	IRCCS-Fondazione GB Bietti, Via Livenza, 3, 00198 Rome, Italy. gloriaroberti82@gmail.com.	Switzerland
26633361	2015	The Importance of Caveolin-1 as Key-Regulator of Three-Dimensional Growth in Thyroid Cancer Cells Cultured under Real and Simulated Microgravity Conditions.	International journal of molecular sciences	Plastic, Aesthetic and Hand Surgery, Otto-von-Guericke University Clinic, Leipziger Str. 44, 39120 Magdeburg, Germany. stefan.riwaldt@med.ovgu.de.	Switzerland
26618332	2015	Optic nerve head and fibre layer imaging for diagnosing glaucoma.	The Cochrane database of systematic reviews	Ophthalmology, Fondazione G.B. Bietti per lo studio e la ricerca in Oftalmolologia-IRCCS, Via Livenza n 3, Rome, Italy, 00198.	United States
26550070	2015	Positive impact of elastography in breast cancer diagnosis: an institutional experience.	Journal of ultrasound	Department of Clinical and Molecular Medicine, Faculty of Medicine and Psychology, Sant'Andrea Hospital, &quot;La Sapienza&quot; University of Rome, Via di Grottarossa, 1035/1039, 00189 Rome, Italy.	Italy
26500507	2015	OFF bipolar cells in macaque retina: type-specific connectivity in the outer and inner synaptic layers.	Frontiers in neuroanatomy	Studio Retina, Satonaka Nishinomiya, Japan ; Department of Biology, Hyogo College of Medicine Nishinomiya, Japan.	Switzerland
26483598	2015	Inhibition on JAK-STAT3 Signaling Transduction Cascade Is Taken by Bioactive Peptide Alpha-S2 Casein Protein from Goat Ethawah Breed Milk.	Acta informatica medica : AIM : journal of the Society for Medical Informatics of Bosnia &amp; Herzegovina : casopis Drustva za medicinsku informatiku BiH	Department of Biology, Faculty of Science, Brawijaya University, Jl. Veteran, Malang 65145, East Java, Indonesia.	Bosnia and Herzegovina
26444005	2015	Functional characterization of biodegradable nanoparticles as antigen delivery system.	Journal of experimental &amp; clinical cancer research : CR	Laboratoy Molecular Biology and Viral Oncology, Department of Experimental Oncology, Istituto Nazionale per lo Studio e la Cura dei Tumori &quot;Fondazione Pascale&quot; - IRCCS, Via Mariano Semmola 142, 80131, Naples, Italy.	England
26423026	2015	Natural small molecule FMHM inhibits lipopolysaccharide-induced inflammatory response by promoting TRAF6 degradation via K48-linked polyubiquitination.	Scientific reports	State Key Laboratory of Natural and Biomimetic Drugs, School of Pharmaceutical Sciences, Peking University, Beijing 100191, China.	England
26334717	2015	Understanding of real alternative redox partner of Streptomyces peucetius DoxA: Prediction and validation using in silico and in vitro analyses.	Archives of biochemistry and biophysics	Department of Pharmaceutical Engineering, SunMoon University, #100, Kalsan-ri, Tangjeong-myeon, Asansi, Chungnam 336-708, Republic of Korea.	United States
26317699	2015	Transcriptome Analysis of the Preterm Rabbit Lung after Seven Days of Hyperoxic Exposure.	PloS one	University Hospitals Leuven, Department of Pediatrics, Leuven, Belgium.	United States
26279084	2015	Bioinformatics Annotation of Human Y Chromosome-Encoded Protein Pathways and Interactions.	Journal of proteome research	Department of Animal Science and Technology, Chung-Ang University , Anseong, Gyeonggi-Do 456-756, Republic of Korea.	United States
26245675	2015	Prospective Biomarker Analysis of the Randomized CHER-LOB Study Evaluating the Dual Anti-HER2 Treatment With Trastuzumab and Lapatinib Plus Chemotherapy as Neoadjuvant Therapy for HER2-Positive Breast Cancer.	The oncologist	Department of Surgery, Oncology and Gastroenterology, University of Padua, Padua, Italy; Division of Medical Oncology 2, Istituto Oncologico Veneto Istituto di Ricovero e Cura a Carattere Scientifico (IRCCS), Padua, Italy; Division of Oncology, University Hospital, Ferrara, Italy; Division of Pathology, Modena University Hospital, Modena, Italy; Center for Genome Research, University of Modena and Reggio Emilia, Modena, Italy; Unità Operativa Multidisciplinare di Patologia Mammaria, Azienda Ospedaliera Istituti Ospitalieri di Cremona, Cremona, Italy; Division of Medical Oncology, Ramazzini Hospital, Carpi, Italy; Department of Medical Oncology, Azienda Ospedaliera ASMN, IRCCS, Reggio Emilia, Italy; Division of Medical Oncology, Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori IRCCS, Meldola, Italy; Division of Medical Oncology, University Hospital, Parma, Italy; GlaxoSmithKline, Collegeville, Pennsylvania, USA.	United States
26199389	2015	Molecular Pathways: Targeting the CXCR4-CXCL12 Axis--Untapped Potential in the Tumor Microenvironment.	Clinical cancer research : an official journal of the American Association for Cancer Research	Molecular Immunology, Functional Genomics, Istituto Nazionale per lo Studio e la Cura dei Tumori, &quot;Fondazione G. Pascale,&quot; IRCCS, Napoli, Italy. s.scala@istitutotumori.na.it scalaste@gmail.com.	United States
26108555	2015	Typical and atypical lymphatic flows in breast carcinoma.	Annali italiani di chirurgia	NA	Italy
26071688	2015	Biotransformation of β-hexachlorocyclohexane by the saprotrophic soil fungus Penicillium griseofulvum.	Chemosphere	Laboratorio Biodiversità dei Funghi, Dipartimento di Biologia Ambientale, Sapienza Università di Roma, Rome 00185, Italy.	England
26043662	2015	Effective virtual screening strategy focusing on the identification of novel Bruton's tyrosine kinase inhibitors.	Journal of molecular graphics &amp; modelling	State Key Laboratory of Natural Medicines, Jiangsu Key Laboratory of Drug Discovery for Metabolic Diseases, Center of Drug Discovery, China Pharmaceutical University, Nanjing 210009, China.	United States
26042666	2015	Putative regulatory factors associated with intramuscular fat content.	PloS one	Department of Animal Science, University of São Paulo, Piracicaba, SP, 13418-900, Brazil.	United States
26020309	2015	Transcript profiles in longissimus dorsi muscle and subcutaneous adipose tissue: a comparison of pigs with different postweaning growth rates.	Journal of animal science	NA	United States
26010865	2015	Genome-wide transcriptome directed pathway analysis of maternal pre-eclampsia susceptibility genes.	PloS one	Department of Perinatal Medicine, Pregnancy Research Centre and The University of Melbourne, Department of Obstetrics and Gynaecology, The Royal Women's Hospital, Locked Bag 300, Corner Grattan Street and Flemington Road, Parkville, 3052, Victoria, Australia.	United States
25972604	2015	Exosome-mediated transfer of microRNAs within the tumor microenvironment and neuroblastoma resistance to chemotherapy.	Journal of the National Cancer Institute	Children's Center for Cancer and Blood Diseases and The Saban Research Institute, Children's Hospital Los Angeles, Los Angeles, CA; and Departments of Pediatrics and Molecular Microbiology &amp; Immunology, Norris Comprehensive Cancer Center, Keck School of Medicine, University of Southern California, Los Angeles, CA (KBC, PMW, PN, HC, MM, MF); Division of Medical Oncology, Department of Internal Medicine, University of Southern California Keck School of Medicine and Norris Comprehensive Cancer Center, Los Angeles, CA (TX, AG); Division of Hematology/Oncology, Children's Hospital Los Angeles, Los Angeles, CA (RK, MH, AJ, RCS, SA); Departments of Experimental Therapeutics and Leukemia and The Center for RNA interference and Non-Coding RNAs, The University of Texas MD Anderson Cancer Center, Houston, TX (CI, GAC); Department of Gynecologic Oncology and Reproductive Medicine and The Center for RNA interference and Non-Coding RNAs, The University of Texas MD Anderson Cancer Center, Houston, TX (XZ); Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori (IRST) s.r.l., IRCCS, Gene Therapy Unit, Meldola (FC) 47014, Italy (IV, FF, DA); Department of Pathology and Laboratory Medicine, Children's Hospital Los Angeles, University of Southern California Keck School of Medicine, Los Angeles, CA (HS, SA).	United States
25924610	2015	Transcriptional profiling of PRKG2-null growth plate identifies putative down-stream targets of PRKG2.	BMC research notes	Department of Animal Science, Iowa State University, 2255 Kildee Hall, Ames, IA, 50011, USA. jekoltes@iastate.edu.	England
25886259	2015	Proteomic analysis of fetal programming-related obesity markers.	Proteomics	Department of Obstetrics and Gynecology, Ewha Womans University, Seoul, South Korea.	Germany
25881313	2015	ANDSystem: an Associative Network Discovery System for automated literature mining in the field of biology.	BMC systems biology	NA	England
25879409	2015	Molecular association of pathogenetic contributors to pre-eclampsia (pre-eclampsia associome).	BMC systems biology	NA	England
25860498	2015	Anti-proliferative, apoptotic and signal transduction effects of hesperidin in non-small cell lung cancer cells.	Cellular oncology (Dordrecht)	Institute of Experimental Medical Research, Department of Molecular Medicine, Istanbul University, Capa, Istanbul, Turkey.	Netherlands
25817079	2015	A modified pathway of perineal packing in patients requiring surgery for perineal fistulas with extensive perineal involvement.	Annali italiani di chirurgia	NA	Italy
25690601	2015	NA	Palliative medicine	Palliative Care Unit, IRCCS Arcispedale S. Maria Nuova, Reggio Emilia, Italy Silvia.DiLeo@asmn.re.it.	United Kingdom
25683910	2015	Cellular processes involved in human epidermal cells exposed to extremely low frequency electric fields.	Cellular signalling	Laboratoire de Recherche en Orthopédie Traumatologie (LROT), Hôpital Erasme - Université Libre de Bruxelles (ULB), Brussels, Belgium. Electronic address: jcollard@ulb.ac.be.	England
25676331	2015	Anti-Neuroinflammatory Effect of MC13, a Novel Coumarin Compound From Condiment Murraya, Through Inhibiting Lipopolysaccharide-Induced TRAF6-TAK1-NF-κB, P38/ERK MAPKS and Jak2-Stat1/Stat3 Pathways.	Journal of cellular biochemistry	State Key Laboratory of Natural and Biomimetic Drugs, School of Pharmaceutical Sciences, Peking University, Beijing, 100191, China.	United States
25657114	2015	Protosappanin B protects PC12 cells against oxygen-glucose deprivation-induced neuronal death by maintaining mitochondrial homeostasis via induction of ubiquitin-dependent p53 protein degradation.	European journal of pharmacology	State Key Laboratory of Natural and Biomimetic Drugs, School of Pharmaceutical Sciences, Peking University, Beijing 100191, China.	Netherlands
25345515	2014	Identification of potent caspase-3 inhibitors for treatment of multi- neurodegenerative diseases using pharmacophore modeling and docking approaches.	CNS &amp; neurological disorders drug targets	Department of Biosciences, Integral University, Lucknow, India. mohdhassanbaig@gmail.com.	United Arab Emirates
25330896	2014	Hg-responsive proteins identified in wheat seedlings using iTRAQ analysis and the role of ABA in Hg stress.	Journal of proteome research	The Collaborative Innovation Center of Henan Grain Crops, Henan Agricultural University , Zhengzhou, 450002, China.	United States
25315394	2014	A comprehensive proteomic approach to identifying capacitation related proteins in boar spermatozoa.	BMC genomics	Department of Animal Science &amp; Technology, Chung-Ang University, Anseong, Gyeonggi-do 456-756, Republic of Korea. mgpang@cau.ac.kr.	England
25309378	2014	The different maturation of the corticospinal tract and corticoreticular pathway in normal brain development: diffusion tensor imaging study.	Frontiers in human neuroscience	Department of Physical Therapy, College of Health Sciences, Dankook University Cheonan, South Korea.	Switzerland
25309346	2014	Some OFF bipolar cell types make contact with both rods and cones in macaque and mouse retinas.	Frontiers in neuroanatomy	Studio Retina Nishinomiya, Japan ; Department of Biology, Hyogo College of Medicine Nishinomiya, Japan.	Switzerland
25241036	2014	NA	Nature cell biology	Department of Molecular Biology, Princeton University, Princeton, New Jersey 08544, USA.	United States
25229777	2014	Gene expression and pathway analysis of effects of the CMAH deactivation on mouse lung, kidney and heart.	PloS one	Department of Animal Biotechnology, Konkuk University, Seoul, South Korea.	United States
25223855	2014	Diagnosis and prognosis of male infertility in mammal: the focusing of tyrosine phosphorylation and phosphotyrosine proteins.	Journal of proteome research	Department of Animal Science &amp; Technology, Chung-Ang University , Anseong, Gyeonggi-do 456-756, Republic of Korea.	United States
25149502	2014	Biological network inferences for a protection mechanism against familial Creutzfeldt-Jakob disease with E200K pathogenic mutation.	BMC medical genomics	Division of Zoonoses, Center for Immunology and Pathology, National Institute of Health, Korea Center for Disease Control and Prevention, Cheongju-si 363-700, Korea. tenksy@korea.kr.	England
25144716	2014	Sialidase NEU4 is involved in glioblastoma stem cell survival.	Cell death &amp; disease	Department of Medical Biotechnology and Translational Medicine, University of Milan, Segrate (Milan), Italy.	England
25064608	2014	Induction of hepatoma carcinoma cell apoptosis through activation of the JNK-nicotinamide adenine dinucleotide phosphate (NADPH) oxidase-ROS self-driven death signal circuit.	Cancer letters	State Key Laboratory of Natural and Biomimetic Drugs, School of Pharmaceutical Sciences, Peking University, Beijing 100191, China.	Ireland
25004002	2014	Ventricular-vascular coupling in hypertension: methodological considerations and clinical implications.	Journal of cardiovascular medicine (Hagerstown, Md.)	aCardiologia, Azienda Ospedaliero-Universitaria di Sassari, Sassari bDepartment of Cardiovascular Diseases, University of Siena, Siena cCardiovascular Disease Section, Department of Emergency and Organ Transplantation, University of Bari, Bari dAS Department of Cardiology, Brindisi District eDepartment of Clinical and Experimental Medicine, University of Florence, Florence fClinica Medica, Department of Clinical and Experimental Sciences, University of Brescia, Brescia gDepartment of Internal Medicine and Cardiovascular Diseases, Palermo hDipartimento di Patologia Chirurgica, Medica, Molecolare e dell'Area Critica, Università di Pisa, Pisa, Italy.	United States
24991762	2014	CXCR4 and CXCR7 transduce through mTOR in human renal cancer cells.	Cell death &amp; disease	Istituto Nazionale per lo Studio e la Cura dei Tumori, Fondazione &quot;Giovanni Pascale&quot;-IRCCS-ITALY, Naples, Italy.	England
24989895	2014	Novel application of multi-stimuli network inference to synovial fibroblasts of rheumatoid arthritis patients.	BMC medical genomics	Leibnitz Institute for Natural Product Research and Infection Biology - Hans-Knöll-Institute, Beutenbergstr, 11a, 07745 Jena, Germany. peter.kupfer@hki-jena.de.	England
24972172	2014	QSAR models for degradation of organic pollutants in ozonation process under acidic condition.	Chemosphere	School of Environmental Science and Engineering, Shanghai Jiao Tong University, 800 Dongchuan Road, Shanghai 200240, China.	England
24877140	2014	Calcium influx and male fertility in the context of the sperm proteome: an update.	BioMed research international	Department of Animal Science and Technology, Chung-Ang University, 4726 Seodong-daero, Anseong, Gyeonggi-Do 456-756, Republic of Korea.	United States
24846085	2014	Italian Study on Depressive Disorders (STudio Italiano MAlattia Depressiva, or STIMA-D): a nationwide snapshot of the status of treatment for major depression.	Pharmacopsychiatry	University of Catania, Department of Clinical and Molecular Biomedicine, Psychiatry Unit, Catania, Italy.	Germany
24835295	2014	Statins and skeletal muscles toxicity: from clinical trials to everyday practice.	Pharmacological research	Department of Pharmacological and Biomolecular Sciences, University of Milan, Italy; Center for the Study of Atherosclerosis, Società Italiana Studio Aterosclerosi, Bassini Hospital, Cinisello Balsamo, Italy.	Netherlands
24805056	2014	Cripto haploinsufficiency affects in vivo colon tumor development.	International journal of oncology	Institute of Genetics and Biophysics 'Adriano Buzzati-Traverso' (IGB), Consiglio Nazionale delle Ricerche (CNR), 80131 Naples, Italy.	Greece
24754449	2014	Advances in the biotechnology of hydrogen production with the microalga Chlamydomonas reinhardtii.	Critical reviews in biotechnology	a Sede di Firenze, Via Madonna del Piano, Istituto per lo Studio degli Ecosistemi , Sesto Fiorentino , Italy .	England
24739067	2014	Conserved residues at the MAPKs binding interfaces that regulate transcriptional machinery.	Journal of biomolecular structure &amp; dynamics	a Tata Memorial Centre, Advanced Centre for Treatment, Research and Education in Cancer , Kharghar, Navi Mumbai 410 210 , Maharashtra , India.	England
24693967	2014	The sonic hedgehog-induced type 3 deiodinase facilitates tumorigenesis of basal cell carcinoma by reducing Gli2 inactivation.	Endocrinology	Department of Clinical Medicine Surgery (C.L., M.D.), University of Naples Federico II, 80131 Naples, Italy; Istituto di Ricovero e Cura a Carattere Scientifico Fondazione Studio di Diagnostica Nucleare (R.A.), 80142 Naples, Italy; Institute of Experimental Endocrinology and Oncology G. Salvatore-Consiglio Nazionale delle Ricerche (S.S.), 80131 Naples, Italy; Department of Dermatology and Comprehensive Cancer Center (A.A.D.), University of Michigan, Ann Arbor, Michigan 48109; and Centro di Ingegneria Genetica Biotecnologie Avanzate Scarl (C.M.), 80131 Naples, Italy.	United States
24690414	2014	Identification of rheumatoid arthritis and osteoarthritis patients by transcriptome-based rule set generation.	Arthritis research &amp; therapy	NA	England
24673814	2014	Potential molecular signatures in epithelial ovarian cancer by genome wide expression profiling.	Asia-Pacific journal of clinical oncology	Department of Physiology, Universiti Kebangsaan Malaysia, Kuala Lumpur, Malaysia.	Australia
24595241	2014	Comparative transcriptional profiling of three super-hybrid rice combinations.	International journal of molecular sciences	State Key Laboratory of Plant Genomics and National Center for Plant Gene Research, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing 100101, China. ygpeng@genetics.ac.cn.	Switzerland
24556040	2014	Dovitinib versus sorafenib for third-line targeted treatment of patients with metastatic renal cell carcinoma: an open-label, randomised phase 3 trial.	The Lancet. Oncology	Memorial Sloan-Kettering Cancer Center, New York, NY, USA. Electronic address: motzerr@mskcc.org.	England
24508774	2014	Targeting bone metastatic cancer: Role of the mTOR pathway.	Biochimica et biophysica acta	Department of Medicine, Universita' di Verona, Verona, Italy.	Netherlands
